	Date_________JDUT	mag_correction
0	61101.780573	1.0019236508014011
1	61101.781055	1.0019023174908577
2	61101.781563	1.0018798369672812
3	61101.78204	1.0018587315994973
4	61101.782517	1.0018376294404545
5	61101.783016	1.0018155574503664
6	61101.783493	1.001794461856842
7	61101.783991	1.001772440950623
8	61101.784469	1.0017513077074955
9	61101.784968	1.0017292277064958
10	61101.785445	1.001708103038679
11	61101.785924	1.0016868930293887
12	61101.786432	1.0016644024454024
13	61101.786911	1.0016431991089119
14	61101.787412	1.0016210253892126
15	61101.787911	1.001598943708594
16	61101.788389	1.0015777946128863
17	61101.788868	1.001556604507252
18	61101.789347	1.0015354176403943
19	61101.789857	1.0015128631575925
20	61101.790356	1.0014907986978143
21	61101.790833	1.0014697103051011
22	61101.791331	1.0014476969193162
23	61101.791808	1.001426580014042
24	61101.792288	1.0014052496968038
25	61101.792765	1.00138405589815
26	61101.793245	1.0013627320296652
27	61101.793745	1.0013405231063304
28	61101.794223	1.0013192946575513
29	61101.794731	1.0012967373949888
30	61101.795208	1.0012755599566272
31	61101.795686	1.0012543413258983
32	61101.796165	1.001233081522303
33	61101.796642	1.001211913687328
34	61101.797127	1.0011903941117295
35	61101.797608	1.0011690552786863
36	61101.798086	1.0011478527540854
37	61101.798563	1.0011266977844187
38	61101.799075	1.0011040276987169
39	61101.799586	1.0010814090609754
40	61101.800065	1.001060210206595
41	61101.800544	1.0010390145963939
42	61101.801044	1.001016893202311
43	61101.801524	1.0009956599892744
44	61101.802002	1.0009745184854415
45	61101.802503	1.0009523631795223
46	61101.803006	1.000930122999275
47	61101.803484	1.0009089915110438
48	61101.80397	1.000887509669278
49	61101.804475	1.0008651915406612
50	61101.804953	1.000844069979997
51	61101.805453	1.0008219797542168
52	61101.805931	1.0008007717346488
53	61101.806408	1.0007795859192556
54	61101.806907	1.0007574264044692
55	61101.807384	1.000736247135828
56	61101.807869	1.0007147159402476
57	61101.808346	1.0006935431248252
58	61101.808824	1.0006723291318005
59	61101.809333	1.0006497428686516
60	61101.809811	1.0006285355105173
61	61101.810296	1.0006070208684732
62	61101.810774	1.0005858199842748
63	61101.811273	1.000563691108308
64	61101.81175	1.0005425411278062
65	61101.812228	1.0005213500176762
66	61101.812727	1.0004992116710996
67	61101.813227	1.000477008850855
68	61101.813704	1.00045583063998
69	61101.814214	1.000433190812435
70	61101.814691	1.0004120192279817
71	61101.81517	1.0003907620963772
72	61101.815669	1.0003686208363476
73	61101.816147	1.000347414659713
74	61101.816623	1.000326300407344
75	61101.817102	1.0003050563012224
76	61101.817585	1.0002836380615587
77	61101.818084	1.0002615137633222
78	61101.818561	1.0002403681614611
79	61101.81907	1.0002178075189456
80	61101.819548	1.0001966153321515
81	61101.820028	1.0001753054269509
82	61101.820515	1.000153688069365
83	61101.820992	1.0001325178385276
84	61101.821469	1.000111350812782
85	61101.821946	1.0000901869924648
86	61101.822431	1.0000686715091334
87	61101.82291	1.0000474254491278
88	61101.82339	1.0000261382766082
89	61101.823897	1.0000036572248048
90	61101.824377	0.9999823767260753
91	61101.824875	0.9999603016388494
92	61101.825374	0.9999381857282907
93	61101.825853	0.99991695952658
94	61101.82633	0.9998958251639989
95	61101.826808	0.9998746141134214
96	61101.827294	0.9998530462826608
97	61101.827772	0.9998318367264837
98	61101.828249	0.9998106747525353
99	61101.828771	0.9997875200418577
100	61101.82925	0.9997662760914472
101	61101.829728	0.9997450797165952
102	61101.830226	0.9997229998900536
103	61101.830704	0.9997018100921518
104	61101.831204	0.999679648478651
105	61101.831681	0.9996585095845457
106	61101.832163	0.9996371523674358
107	61101.83264	0.9996160199226358
108	61101.833139	0.9995939162490074
109	61101.833649	0.999571302479827
110	61101.834131	0.999549918223587
111	61101.834608	0.9995287590232552
112	61101.835088	0.9995074699864885
113	61101.835586	0.9994853860468833
114	61101.836063	0.9994642366387464
115	61101.836541	0.9994430461129966
116	61101.837023	0.9994216815247142
117	61101.837502	0.9994004531585945
118	61101.838	0.9993783861813132
119	61101.838508	0.9993558796976348
120	61101.838987	0.9993346613681136
121	61101.839465	0.9993134905633608
122	61101.839943	0.99929232298222
123	61101.840441	0.9992702332176502
124	61101.840919	0.9992489552431076
125	61101.841396	0.9992277249796553
126	61101.841877	0.9992063199183366
127	61101.842354	0.9991850960679767
128	61101.842832	0.9991638309263817
129	61101.843341	0.9991411901901859
130	61101.843819	0.9991199316697501
131	61101.8443	0.9990985429647876
132	61101.844781	0.9990771575065124
133	61101.845259	0.9990559086462267
134	61101.845739	0.9990345741056837
135	61101.846219	0.9990132427983804
136	61101.846697	0.9989920035849484
137	61101.847176	0.9989707231547706
138	61101.847654	0.9989494552578082
139	61101.848147	0.9989275194437497
140	61101.848646	0.9989053201385037
141	61101.849125	0.9988840138747543
142	61101.849634	0.9988613767212879
143	61101.850146	0.9988386098175344
144	61101.850648	0.9988162911544297
145	61101.851133	0.9987947316646061
146	61101.851617	0.9987732199206596
147	61101.852095	0.9987519780806275
148	61101.852574	0.9987306950211722
149	61101.853082	0.9987081269465181
150	61101.85356	0.998686894942215
151	61101.854048	0.9986652220645337
152	61101.854528	0.9986438788913532
153	61101.855006	0.9986226184306344
154	61101.855483	0.9986014056490541
155	61101.855961	0.9985801516044382
156	61101.85644	0.9985588563169576
157	61101.856922	0.9985374309117666
158	61101.8574	0.9985161865355628
159	61101.857909	0.9984935679170085
160	61101.858387	0.9984723301723704
161	61101.858864	0.9984511400597638
162	61101.859343	0.9984298643184107
163	61101.859842	0.998407703666758
164	61101.860321	0.9983864345100343
165	61101.860799	0.998365212971649
166	61101.861297	0.9983430923738245
167	61101.861775	0.998321839993513
168	61101.862255	0.9983005019249616
169	61101.862764	0.9982778782222521
170	61101.863244	0.9982565468314688
171	61101.863723	0.9982352631119764
172	61101.864208	0.9982137160792235
173	61101.864685	0.9981925276887231
174	61101.865164	0.9981712536787937
175	61101.865641	0.9981500717033589
176	61101.866119	0.9981288485316805
177	61101.866595	0.9981077173538971
178	61101.867073	0.9980865005970401
179	61101.867557	0.9980650207962191
180	61101.868034	0.9980438548776784
181	61101.868512	0.9980225383400907
182	61101.869022	0.9979997927641089
183	61101.869499	0.9979785222539513
184	61101.869976	0.9979572549270986
185	61101.870454	0.997935946207974
186	61101.870931	0.997914685254765
187	61101.871409	0.9978933829223452
188	61101.871886	0.9978721283421808
189	61101.872365	0.997850787847664
190	61101.872842	0.9978295396479153
191	61101.873321	0.9978082055602662
192	61101.8738	0.9977868746827716
193	61101.874278	0.9977655915375159
194	61101.874756	0.9977443115893736
195	61101.875261	0.9977218136088679
196	61101.875738	0.9977005491013091
197	61101.876216	0.9976792432100161
198	61101.876702	0.9976575840140713
199	61101.877181	0.997636240017836
200	61101.87766	0.9976148992343435
201	61101.878138	0.9975936062057046
202	61101.878616	0.9975723163761099
203	61101.879093	0.9975510742749478
204	61101.879571	0.9975297908371111
205	61101.880048	0.9975085551140367
206	61101.880531	0.9974870555209413
207	61101.88101	0.9974657372046091
208	61101.881493	0.9974442441172439
209	61101.881973	0.9974228856856548
210	61101.882453	0.9974014976342234
211	61101.882963	0.9973787763664763
212	61101.883441	0.9973574840551661
213	61101.883917	0.997336284014273
214	61101.884395	0.997314998092145
215	61101.884872	0.997293759892518
216	61101.88535	0.9972724803666426
217	61101.885848	0.9972503138887788
218	61101.886329	0.9972289073967815
219	61101.886808	0.9972075931345734
220	61101.887287	0.9971862820874684
221	61101.887797	0.9971635953616713
222	61101.888275	0.9971423354257318
223	61101.888755	0.9971209897572588
224	61101.889234	0.9970996107211246
225	61101.889711	0.997078292814767
226	61101.890188	0.9970569780792142
227	61101.890665	0.9970356665138277
228	61101.891142	0.9970143581189441
229	61101.89162	0.9969930082328493
230	61101.892097	0.9969717061856519
231	61101.892581	0.9969500947706859
232	61101.893058	0.9969287991111022
233	61101.893538	0.9969073727173665
234	61101.894045	0.9968847445751139
235	61101.894523	0.9968634140253219
236	61101.895002	0.9968420420451604
237	61101.895482	0.9968206286540162
238	61101.895965	0.9967990756450402
239	61101.896443	0.9967777251221401
240	61101.896921	0.9967563777848459
241	61101.8974	0.9967349889837812
242	61101.897878	0.9967136480250471
243	61101.898363	0.9966919977983244
244	61101.898844	0.9966705293694167
245	61101.899321	0.9966492426585012
246	61101.899798	0.996627959119944
247	61101.900311	0.9966050728176046
248	61101.900792	0.9965836174541618
249	61101.901271	0.996562254508299
250	61101.901751	0.9965408501731119
251	61101.90223	0.9965194936327249
252	61101.90271	0.9964980957160854
