	Date_________JDUT	mag_correction
0	61117.5003	-0.6253859388329596
1	61117.502527	-0.6254960176123736
2	61117.504747	-0.6256057441771921
3	61117.506966	-0.6257154157125128
4	61117.509183	-0.6258250425695562
5	61117.511402	-0.6259347621239224
6	61117.51363	-0.6260449204496551
7	61117.51585	-0.6261539397273472
8	61117.518067	-0.6262627082838096
9	61117.520286	-0.6263715687608907
10	61117.522504	-0.6264810963288293
11	61117.524732	-0.6265913491769582
12	61117.526949	-0.6267010514704602
13	61117.529171	-0.6268110351089176
14	61117.531391	-0.6269209373892295
15	61117.533609	-0.6270307344403898
16	61117.535845	-0.6271414489714173
17	61117.538071	-0.6272516943748048
18	61117.540301	-0.6273621315983351
19	61117.542529	-0.627472140543765
20	61117.544762	-0.6275818774635311
21	61117.546998	-0.6276917554887863
22	61117.549229	-0.6278016494154939
23	61117.551449	-0.6279116912272268
24	61117.553681	-0.6280223215604513
25	61117.555906	-0.6281326091037206
26	61117.558137	-0.6282432438160709
27	61117.560357	-0.6283533267704792
28	61117.562577	-0.628463405775266
29	61117.564797	-0.628573542680718
30	61117.567017	-0.628683673323389
31	61117.592336	-0.6299379557277143
32	61117.59458	-0.630049467045843
33	61117.596821	-0.6301608228703448
34	61117.599048	-0.6302715308521114
35	61117.601285	-0.6303827415282228
36	61117.603505	-0.6304931007408333
37	61117.605725	-0.6306034995732327
38	61117.607944	-0.6307138618635673
39	61117.61017	-0.6308245659703815
40	61117.61239	-0.6309344861140075
41	61117.614632	-0.6310451329815601
42	61117.616852	-0.6311546877677191
43	61117.619072	-0.6312646761525883
44	61117.6213	-0.6313755773055589
45	61117.623539	-0.6314870195838251
46	61117.625753	-0.6315972326581919
47	61117.627966	-0.6317074312600501
48	61117.630185	-0.6318179223263993
49	61117.632412	-0.631928629641305
50	61117.63465	-0.6320392127670693
51	61117.63687	-0.6321489001286427
52	61117.63911	-0.6322596646566983
53	61117.641323	-0.6323699483757595
54	61117.643573	-0.6324820695122003
55	61117.645786	-0.6325923405279115
56	61117.648005	-0.6327020857109108
57	61117.650244	-0.6328127956111415
58	61117.652463	-0.6329225102241598
59	61117.654701	-0.6330332087181036
60	61117.656916	-0.6331427714486051
61	61117.661375	-0.633364022431577
62	61117.6636	-0.6334750167794252
63	61117.665839	-0.6335867030731244
64	61117.668054	-0.6336966603545021
65	61117.670277	-0.633806693781067
66	61117.672515	-0.6339174632319253
