# version=2022
# observatory
! mpcCode I40
! name TRAPPIST-South
# submitter
! name E.Jehin
# observers
! name E.Jehin
# measurers
! name E. Jehin
# telescope
! design 0.6-m f/8 Ritchey-Chretien + CCD
! aperture 0.6
! fRatio 8.0
! detector CCD
# software
! astrometry Astrometrica 4.16.4.468
! photometry Astrometrica 4.16.4.468
permID |provID     |trkSub  |mode|stn |obsTime                |ra         |dec        |rmsRA|rmsDec|astCat  |mag  |rmsMag|band|fltr|photCat |photAp|logSNR|seeing|exp |rmsFit|nStars|notes|remarks
       |2001 FD58  |        | CCD|I40 |2026-03-15T01:05:13Z   |130.35012  |+17.38974  |0.10 |0.10  |   Gaia3|17.7 |0.14  |   G|   R|   Gaia3| 5.9  |1.68  |3.5   | 120|0.12  |   153|     |
       |2001 FD58  |        | CCD|I40 |2026-03-15T01:07:25Z   |130.35048  |+17.38930  |0.11 |0.11  |   Gaia3|17.6 |0.14  |   G|   R|   Gaia3| 5.9  |1.82  |3.4   | 120|0.14  |   153|     |
       |2001 FD58  |        | CCD|I40 |2026-03-15T01:09:37Z   |130.35088  |+17.38890  |0.13 |0.11  |   Gaia3|17.6 |0.14  |   G|   R|   Gaia3| 5.9  |1.78  |3.4   | 120|0.16  |   153|     |
       |2001 FD58  |        | CCD|I40 |2026-03-15T01:11:49Z   |130.35125  |+17.38840  |0.13 |0.13  |   Gaia3|17.7 |0.15  |   G|   R|   Gaia3| 5.9  |1.72  |3.2   | 120|0.17  |   153|     |
       |2001 FD58  |        | CCD|I40 |2026-03-15T01:14:01Z   |130.35163  |+17.38799  |0.11 |0.12  |   Gaia3|17.7 |0.16  |   G|   R|   Gaia3| 5.9  |1.71  |3.4   | 120|0.14  |   151|     |
       |2001 FD58  |        | CCD|I40 |2026-03-15T01:16:13Z   |130.35199  |+17.38754  |0.10 |0.11  |   Gaia3|17.6 |0.14  |   G|   R|   Gaia3| 5.9  |1.78  |3.3   | 120|0.12  |   152|     |
       |2001 FD58  |        | CCD|I40 |2026-03-15T01:18:25Z   |130.35239  |+17.38710  |0.09 |0.11  |   Gaia3|17.7 |0.14  |   G|   R|   Gaia3| 5.9  |1.75  |3.1   | 120|0.13  |   152|     |
       |2001 FD58  |        | CCD|I40 |2026-03-15T01:20:38Z   |130.35278  |+17.38667  |0.09 |0.10  |   Gaia3|17.6 |0.14  |   G|   R|   Gaia3| 5.9  |1.76  |3.2   | 120|0.12  |   152|     |
       |2001 FD58  |        | CCD|I40 |2026-03-15T01:22:49Z   |130.35317  |+17.38625  |0.10 |0.10  |   Gaia3|17.6 |0.14  |   G|   R|   Gaia3| 5.9  |1.73  |3.2   | 120|0.12  |   153|     |
       |2001 FD58  |        | CCD|I40 |2026-03-15T01:25:02Z   |130.35353  |+17.38580  |0.10 |0.11  |   Gaia3|17.6 |0.13  |   G|   R|   Gaia3| 5.9  |1.85  |3.2   | 120|0.14  |   155|     |
       |2001 FD58  |        | CCD|I40 |2026-03-15T01:27:14Z   |130.35396  |+17.38537  |0.09 |0.10  |   Gaia3|17.7 |0.14  |   G|   R|   Gaia3| 5.9  |1.70  |3.1   | 120|0.12  |   155|     |
       |2001 FD58  |        | CCD|I40 |2026-03-15T01:29:26Z   |130.35434  |+17.38496  |0.10 |0.10  |   Gaia3|17.7 |0.14  |   G|   R|   Gaia3| 5.9  |1.75  |3.0   | 120|0.13  |   156|     |
       |2001 FD58  |        | CCD|I40 |2026-03-15T01:31:38Z   |130.35471  |+17.38449  |0.10 |0.10  |   Gaia3|17.6 |0.14  |   G|   R|   Gaia3| 5.9  |1.73  |3.0   | 120|0.13  |   158|     |
       |2001 FD58  |        | CCD|I40 |2026-03-15T01:33:50Z   |130.35510  |+17.38404  |0.10 |0.10  |   Gaia3|17.6 |0.13  |   G|   R|   Gaia3| 5.9  |1.78  |2.9   | 120|0.13  |   157|     |
       |2001 FD58  |        | CCD|I40 |2026-03-15T01:36:03Z   |130.35548  |+17.38363  |0.09 |0.11  |   Gaia3|17.6 |0.14  |   G|   R|   Gaia3| 5.9  |1.80  |2.9   | 120|0.13  |   157|     |
       |2001 FD58  |        | CCD|I40 |2026-03-15T01:38:15Z   |130.35584  |+17.38320  |0.09 |0.10  |   Gaia3|17.6 |0.13  |   G|   R|   Gaia3| 5.9  |1.77  |3.1   | 120|0.12  |   158|     |
       |2001 FD58  |        | CCD|I40 |2026-03-15T01:40:27Z   |130.35624  |+17.38274  |0.10 |0.10  |   Gaia3|17.7 |0.13  |   G|   R|   Gaia3| 5.9  |1.76  |3.0   | 120|0.13  |   158|     |
       |2001 FD58  |        | CCD|I40 |2026-03-15T01:42:39Z   |130.35660  |+17.38232  |0.09 |0.10  |   Gaia3|17.7 |0.14  |   G|   R|   Gaia3| 5.9  |1.72  |3.0   | 120|0.12  |   157|     |
       |2001 FD58  |        | CCD|I40 |2026-03-15T01:44:51Z   |130.35701  |+17.38187  |0.08 |0.10  |   Gaia3|17.7 |0.15  |   G|   R|   Gaia3| 5.9  |1.77  |2.8   | 120|0.12  |   156|     |
       |2001 FD58  |        | CCD|I40 |2026-03-15T01:47:03Z   |130.35739  |+17.38143  |0.09 |0.10  |   Gaia3|17.7 |0.14  |   G|   R|   Gaia3| 5.9  |1.74  |2.8   | 120|0.13  |   154|     |
       |2001 FD58  |        | CCD|I40 |2026-03-15T01:49:15Z   |130.35775  |+17.38098  |0.10 |0.11  |   Gaia3|17.6 |0.13  |   G|   R|   Gaia3| 5.9  |1.80  |2.7   | 120|0.13  |   153|     |
       |2001 FD58  |        | CCD|I40 |2026-03-15T01:51:27Z   |130.35815  |+17.38056  |0.05 |0.06  |   Gaia3|17.7 |0.09  |   G|   R|   Gaia3| 5.9  |1.70  |2.7   | 120|0.06  |    94|     |
       |2001 FD58  |        | CCD|I40 |2026-03-15T01:58:24Z   |130.35940  |+17.37919  |0.09 |0.10  |   Gaia3|17.8 |0.12  |   G|   R|   Gaia3| 5.9  |1.70  |3.0   | 120|0.12  |   153|     |
       |2001 FD58  |        | CCD|I40 |2026-03-15T02:00:36Z   |130.35978  |+17.37877  |0.08 |0.10  |   Gaia3|17.7 |0.12  |   G|   R|   Gaia3| 5.9  |1.74  |3.0   | 120|0.12  |   152|     |
       |2001 FD58  |        | CCD|I40 |2026-03-15T02:02:48Z   |130.36016  |+17.37834  |0.08 |0.10  |   Gaia3|17.8 |0.12  |   G|   R|   Gaia3| 5.9  |1.81  |3.0   | 120|0.12  |   151|     |
       |2001 FD58  |        | CCD|I40 |2026-03-15T02:05:01Z   |130.36054  |+17.37787  |0.08 |0.10  |   Gaia3|17.8 |0.12  |   G|   R|   Gaia3| 5.9  |1.78  |3.1   | 120|0.11  |   151|     |
       |2001 FD58  |        | CCD|I40 |2026-03-15T02:07:13Z   |130.36092  |+17.37745  |0.09 |0.10  |   Gaia3|17.7 |0.14  |   G|   R|   Gaia3| 5.9  |1.79  |3.1   | 120|0.12  |   151|     |
       |2001 FD58  |        | CCD|I40 |2026-03-15T02:09:25Z   |130.36131  |+17.37702  |0.09 |0.11  |   Gaia3|17.7 |0.13  |   G|   R|   Gaia3| 5.9  |1.78  |3.2   | 120|0.13  |   151|     |
       |2001 FD58  |        | CCD|I40 |2026-03-15T02:11:37Z   |130.36169  |+17.37657  |0.08 |0.09  |   Gaia3|17.8 |0.11  |   G|   R|   Gaia3| 5.9  |1.78  |3.0   | 120|0.11  |   148|     |
       |2001 FD58  |        | CCD|I40 |2026-03-15T02:13:49Z   |130.36209  |+17.37613  |0.09 |0.09  |   Gaia3|17.7 |0.11  |   G|   R|   Gaia3| 5.9  |1.77  |3.1   | 120|0.11  |   148|     |
       |2001 FD58  |        | CCD|I40 |2026-03-15T02:16:01Z   |130.36243  |+17.37570  |0.08 |0.10  |   Gaia3|17.8 |0.12  |   G|   R|   Gaia3| 5.9  |1.71  |3.2   | 120|0.12  |   150|     |
       |2001 FD58  |        | CCD|I40 |2026-03-15T02:18:13Z   |130.36283  |+17.37523  |0.09 |0.11  |   Gaia3|17.7 |0.12  |   G|   R|   Gaia3| 5.9  |1.75  |3.2   | 120|0.13  |   146|     |
       |2001 FD58  |        | CCD|I40 |2026-03-15T02:20:25Z   |130.36322  |+17.37480  |0.08 |0.09  |   Gaia3|17.8 |0.11  |   G|   R|   Gaia3| 5.9  |1.70  |3.3   | 120|0.10  |   148|     |
       |2001 FD58  |        | CCD|I40 |2026-03-15T02:22:37Z   |130.36361  |+17.37435  |0.09 |0.09  |   Gaia3|17.7 |0.11  |   G|   R|   Gaia3| 5.9  |1.81  |3.3   | 120|0.11  |   148|     |
       |2001 FD58  |        | CCD|I40 |2026-03-15T02:24:48Z   |130.36396  |+17.37391  |0.08 |0.09  |   Gaia3|17.7 |0.13  |   G|   R|   Gaia3| 5.9  |1.76  |3.3   | 120|0.11  |   150|     |
       |2001 FD58  |        | CCD|I40 |2026-03-15T02:27:00Z   |130.36437  |+17.37350  |0.08 |0.09  |   Gaia3|17.7 |0.11  |   G|   R|   Gaia3| 5.9  |1.68  |3.2   | 120|0.11  |   149|     |
       |2001 FD58  |        | CCD|I40 |2026-03-15T02:29:13Z   |130.36476  |+17.37301  |0.08 |0.10  |   Gaia3|17.8 |0.11  |   G|   R|   Gaia3| 5.9  |1.70  |3.2   | 120|0.11  |   146|     |
       |2001 FD58  |        | CCD|I40 |2026-03-15T02:31:25Z   |130.36513  |+17.37262  |0.08 |0.09  |   Gaia3|17.8 |0.11  |   G|   R|   Gaia3| 5.9  |1.75  |3.2   | 120|0.11  |   146|     |
       |2001 FD58  |        | CCD|I40 |2026-03-15T02:33:37Z   |130.36553  |+17.37218  |0.09 |0.09  |   Gaia3|17.7 |0.11  |   G|   R|   Gaia3| 5.9  |1.78  |3.2   | 120|0.11  |   146|     |
       |2001 FD58  |        | CCD|I40 |2026-03-15T02:35:49Z   |130.36592  |+17.37172  |0.11 |0.10  |   Gaia3|17.8 |0.11  |   G|   R|   Gaia3| 5.9  |1.68  |3.3   | 120|0.13  |   147|     |
       |2001 FD58  |        | CCD|I40 |2026-03-15T02:38:01Z   |130.36629  |+17.37125  |0.09 |0.09  |   Gaia3|17.8 |0.11  |   G|   R|   Gaia3| 5.9  |1.77  |3.4   | 120|0.11  |   147|     |
       |2001 FD58  |        | CCD|I40 |2026-03-15T02:40:13Z   |130.36666  |+17.37084  |0.08 |0.09  |   Gaia3|17.8 |0.11  |   G|   R|   Gaia3| 5.9  |1.73  |3.2   | 120|0.11  |   145|     |
       |2001 FD58  |        | CCD|I40 |2026-03-16T23:59:14Z   |130.91779  |+16.85634  |0.19 |0.21  |   Gaia3|18.5 |0.11  |   G|   R|   Gaia3| 5.9  |1.49  |4.3   | 180|0.19  |   127|     |
       |2001 FD58  |        | CCD|I40 |2026-03-17T00:02:25Z   |130.91820  |+16.85565  |0.25 |0.28  |   Gaia3|18.5 |0.12  |   G|   R|   Gaia3| 5.9  |1.41  |4.7   | 180|0.22  |   129|     |
       |2001 FD58  |        | CCD|I40 |2026-03-17T00:05:38Z   |130.91889  |+16.85524  |0.22 |0.28  |   Gaia3|18.6 |0.12  |   G|   R|   Gaia3| 5.9  |1.45  |4.9   | 180|0.24  |   121|     |
       |2001 FD58  |        | CCD|I40 |2026-03-17T00:08:50Z   |130.91936  |+16.85466  |0.22 |0.22  |   Gaia3|18.7 |0.10  |   G|   R|   Gaia3| 5.9  |1.48  |4.9   | 180|0.15  |   112|     |
       |2001 FD58  |        | CCD|I40 |2026-03-17T00:12:02Z   |130.91996  |+16.85409  |0.19 |0.20  |   Gaia3|18.9 |0.12  |   G|   R|   Gaia3| 5.9  |1.34  |4.6   | 180|0.18  |   127|     |
       |2001 FD58  |        | CCD|I40 |2026-03-17T00:15:16Z   |130.92052  |+16.85350  |0.19 |0.19  |   Gaia3|18.6 |0.11  |   G|   R|   Gaia3| 5.9  |1.42  |4.4   | 180|0.12  |   129|     |
       |2001 FD58  |        | CCD|I40 |2026-03-17T00:18:28Z   |130.92111  |+16.85310  |0.15 |0.15  |   Gaia3|18.7 |0.10  |   G|   R|   Gaia3| 5.9  |1.44  |4.4   | 180|0.10  |   128|     |
       |2001 FD58  |        | CCD|I40 |2026-03-17T00:21:40Z   |130.92163  |+16.85237  |0.14 |0.13  |   Gaia3|18.8 |0.11  |   G|   R|   Gaia3| 5.9  |1.46  |4.1   | 180|0.10  |   130|     |
       |2001 FD58  |        | CCD|I40 |2026-03-17T00:28:04Z   |130.92275  |+16.85129  |0.15 |0.15  |   Gaia3|18.7 |0.11  |   G|   R|   Gaia3| 5.9  |1.52  |4.2   | 180|0.11  |   129|     |
       |2001 FD58  |        | CCD|I40 |2026-03-17T00:31:16Z   |130.92340  |+16.85078  |0.15 |0.15  |   Gaia3|18.9 |0.11  |   G|   R|   Gaia3| 5.9  |1.34  |4.1   | 180|0.10  |   128|     |
       |2001 FD58  |        | CCD|I40 |2026-03-17T00:34:28Z   |130.92391  |+16.85015  |0.12 |0.11  |   Gaia3|18.8 |0.11  |   G|   R|   Gaia3| 5.9  |1.49  |4.1   | 180|0.09  |   129|     |
       |2001 FD58  |        | CCD|I40 |2026-03-17T00:37:40Z   |130.92449  |+16.84956  |0.15 |0.14  |   Gaia3|19.1 |0.12  |   G|   R|   Gaia3| 5.9  |1.27  |3.7   | 180|0.09  |   127|     |
       |2001 FD58  |        | CCD|I40 |2026-03-17T00:40:53Z   |130.92498  |+16.84900  |0.11 |0.10  |   Gaia3|18.8 |0.11  |   G|   R|   Gaia3| 5.9  |1.46  |3.5   | 180|0.09  |   127|     |
       |2001 FD58  |        | CCD|I40 |2026-03-17T00:44:05Z   |130.92548  |+16.84849  |0.12 |0.12  |   Gaia3|18.9 |0.11  |   G|   R|   Gaia3| 5.9  |1.45  |3.3   | 180|0.09  |   127|     |
       |2001 FD58  |        | CCD|I40 |2026-03-17T00:47:17Z   |130.92612  |+16.84789  |0.11 |0.11  |   Gaia3|18.9 |0.12  |   G|   R|   Gaia3| 5.9  |1.46  |3.2   | 180|0.08  |   124|     |
       |2001 FD58  |        | CCD|I40 |2026-03-17T00:50:28Z   |130.92666  |+16.84735  |0.12 |0.12  |   Gaia3|19.1 |0.12  |   G|   R|   Gaia3| 5.9  |1.26  |3.2   | 180|0.09  |   125|     |
       |2001 FD58  |        | CCD|I40 |2026-03-17T01:32:05Z   |130.93380  |+16.83989  |0.09 |0.09  |   Gaia3|19.2 |0.13  |   G|   R|   Gaia3| 5.9  |1.36  |2.7   | 180|0.09  |   124|     |
       |2001 FD58  |        | CCD|I40 |2026-03-17T01:35:17Z   |130.93439  |+16.83934  |0.09 |0.08  |   Gaia3|19.2 |0.12  |   G|   R|   Gaia3| 5.9  |1.44  |2.7   | 180|0.08  |   125|     |
       |2001 FD58  |        | CCD|I40 |2026-03-17T01:38:29Z   |130.93490  |+16.83877  |0.09 |0.08  |   Gaia3|19.2 |0.13  |   G|   R|   Gaia3| 5.9  |1.38  |2.7   | 180|0.08  |   126|     |
       |2001 FD58  |        | CCD|I40 |2026-03-17T01:41:41Z   |130.93546  |+16.83817  |0.09 |0.08  |   Gaia3|19.0 |0.12  |   G|   R|   Gaia3| 5.9  |1.35  |2.6   | 180|0.07  |   124|     |
       |2001 FD58  |        | CCD|I40 |2026-03-17T01:44:53Z   |130.93600  |+16.83759  |0.08 |0.08  |   Gaia3|19.0 |0.11  |   G|   R|   Gaia3| 5.9  |1.46  |2.7   | 180|0.08  |   124|     |
       |2001 FD58  |        | CCD|I40 |2026-03-17T01:53:20Z   |130.93750  |+16.83609  |0.08 |0.07  |   Gaia3|19.2 |0.14  |   G|   R|   Gaia3| 5.9  |1.30  |2.5   | 180|0.07  |   125|     |
       |2001 FD58  |        | CCD|I40 |2026-03-17T01:56:33Z   |130.93806  |+16.83554  |0.07 |0.07  |   Gaia3|19.3 |0.08  |   G|   R|   Gaia3| 5.9  |1.27  |2.6   | 180|0.05  |    18|     |
       |2001 FD58  |        | CCD|I40 |2026-03-17T01:59:45Z   |130.93858  |+16.83496  |0.08 |0.08  |   Gaia3|18.9 |0.14  |   G|   R|   Gaia3| 5.9  |1.47  |2.6   | 180|0.07  |   124|     |
       |2001 FD58  |        | CCD|I40 |2026-03-17T02:02:57Z   |130.93914  |+16.83442  |0.09 |0.08  |   Gaia3|19.0 |0.14  |   G|   R|   Gaia3| 5.9  |1.39  |2.5   | 180|0.08  |   125|     |
       |2001 FD58  |        | CCD|I40 |2026-03-17T02:06:09Z   |130.93970  |+16.83381  |0.10 |0.10  |   Gaia3|18.8 |0.14  |   G|   R|   Gaia3| 5.9  |1.39  |2.6   | 180|0.07  |   125|     |
       |2001 FD58  |        | CCD|I40 |2026-03-17T02:09:20Z   |130.94028  |+16.83323  |0.09 |0.10  |   Gaia3|18.9 |0.14  |   G|   R|   Gaia3| 5.9  |1.38  |2.5   | 180|0.09  |   126|     |
       |2001 FD58  |        | CCD|I40 |2026-03-17T02:12:33Z   |130.94078  |+16.83266  |0.09 |0.22  |   Gaia3|19.0 |0.14  |   G|   R|   Gaia3| 5.9  |1.44  |2.5   | 180|0.22  |   126|     |
       |2001 FD58  |        | CCD|I40 |2026-03-17T02:15:44Z   |130.94134  |+16.83210  |0.09 |0.28  |   Gaia3|18.9 |0.14  |   G|   R|   Gaia3| 5.9  |1.40  |2.5   | 180|0.28  |   125|     |
       |2001 FD58  |        | CCD|I40 |2026-03-18T00:00:25Z   |131.20389  |+16.60346  |0.10 |0.12  |   Gaia3|17.8 |0.09  |   G|   R|   Gaia3| 5.9  |1.71  |3.4   | 180|0.12  |   116|     |
       |2001 FD58  |        | CCD|I40 |2026-03-18T00:03:38Z   |131.20439  |+16.60293  |0.11 |0.11  |   Gaia3|17.8 |0.09  |   G|   R|   Gaia3| 5.9  |1.72  |3.3   | 180|0.13  |   115|     |
       |2001 FD58  |        | CCD|I40 |2026-03-18T00:06:50Z   |131.20498  |+16.60239  |0.10 |0.11  |   Gaia3|17.9 |0.09  |   G|   R|   Gaia3| 5.9  |1.74  |3.3   | 180|0.13  |   116|     |
       |2001 FD58  |        | CCD|I40 |2026-03-18T00:10:01Z   |131.20556  |+16.60189  |0.11 |0.11  |   Gaia3|17.9 |0.09  |   G|   R|   Gaia3| 5.9  |1.76  |3.2   | 180|0.14  |   115|     |
       |2001 FD58  |        | CCD|I40 |2026-03-18T00:13:13Z   |131.20607  |+16.60131  |0.11 |0.11  |   Gaia3|17.9 |0.09  |   G|   R|   Gaia3| 5.9  |1.83  |3.1   | 180|0.14  |   116|     |
       |2001 FD58  |        | CCD|I40 |2026-03-18T00:16:25Z   |131.20664  |+16.60080  |0.11 |0.11  |   Gaia3|17.9 |0.09  |   G|   R|   Gaia3| 5.9  |1.76  |3.3   | 180|0.13  |   116|     |
       |2001 FD58  |        | CCD|I40 |2026-03-18T00:19:37Z   |131.20720  |+16.60029  |0.12 |0.11  |   Gaia3|17.9 |0.09  |   G|   R|   Gaia3| 5.9  |1.72  |3.2   | 180|0.14  |   113|     |
       |2001 FD58  |        | CCD|I40 |2026-03-18T00:22:49Z   |131.20775  |+16.59972  |0.10 |0.11  |   Gaia3|17.9 |0.09  |   G|   R|   Gaia3| 5.9  |1.72  |3.3   | 180|0.13  |   116|     |
       |2001 FD58  |        | CCD|I40 |2026-03-18T00:26:00Z   |131.20832  |+16.59917  |0.11 |0.12  |   Gaia3|17.9 |0.09  |   G|   R|   Gaia3| 5.9  |1.84  |3.1   | 180|0.15  |   116|     |
       |2001 FD58  |        | CCD|I40 |2026-03-18T00:29:12Z   |131.20887  |+16.59865  |0.12 |0.12  |   Gaia3|17.9 |0.10  |   G|   R|   Gaia3| 5.9  |1.70  |3.1   | 180|0.16  |   117|     |
       |2001 FD58  |        | CCD|I40 |2026-03-18T00:32:24Z   |131.20944  |+16.59812  |0.11 |0.11  |   Gaia3|18.0 |0.10  |   G|   R|   Gaia3| 5.9  |1.75  |3.3   | 180|0.14  |   117|     |
       |2001 FD58  |        | CCD|I40 |2026-03-18T00:35:36Z   |131.20998  |+16.59757  |0.13 |0.11  |   Gaia3|18.0 |0.10  |   G|   R|   Gaia3| 5.9  |1.66  |3.1   | 180|0.16  |   117|     |
       |2001 FD58  |        | CCD|I40 |2026-03-18T00:38:48Z   |131.21053  |+16.59704  |0.11 |0.10  |   Gaia3|17.9 |0.09  |   G|   R|   Gaia3| 5.9  |1.71  |3.2   | 180|0.14  |   116|     |
       |2001 FD58  |        | CCD|I40 |2026-03-18T00:42:00Z   |131.21107  |+16.59647  |0.11 |0.12  |   Gaia3|17.9 |0.10  |   G|   R|   Gaia3| 5.9  |1.76  |3.1   | 180|0.15  |   115|     |
       |2001 FD58  |        | CCD|I40 |2026-03-18T00:45:12Z   |131.21159  |+16.59594  |0.11 |0.12  |   Gaia3|17.9 |0.09  |   G|   R|   Gaia3| 5.9  |1.78  |3.2   | 180|0.14  |   116|     |
       |2001 FD58  |        | CCD|I40 |2026-03-18T01:01:14Z   |131.21437  |+16.59321  |0.12 |0.12  |   Gaia3|18.0 |0.10  |   G|   R|   Gaia3| 5.9  |1.71  |3.0   | 180|0.15  |   118|     |
       |2001 FD58  |        | CCD|I40 |2026-03-18T01:04:27Z   |131.21494  |+16.59266  |0.11 |0.11  |   Gaia3|18.0 |0.10  |   G|   R|   Gaia3| 5.9  |1.72  |3.0   | 180|0.13  |   117|     |
       |2001 FD58  |        | CCD|I40 |2026-03-18T01:07:40Z   |131.21550  |+16.59212  |0.12 |0.13  |   Gaia3|18.0 |0.10  |   G|   R|   Gaia3| 5.9  |1.70  |3.0   | 180|0.16  |   118|     |
       |2001 FD58  |        | CCD|I40 |2026-03-18T01:10:53Z   |131.21604  |+16.59157  |0.10 |0.11  |   Gaia3|18.0 |0.10  |   G|   R|   Gaia3| 5.9  |1.78  |3.0   | 180|0.13  |   119|     |
       |2001 FD58  |        | CCD|I40 |2026-03-18T01:14:05Z   |131.21659  |+16.59103  |0.11 |0.12  |   Gaia3|18.1 |0.10  |   G|   R|   Gaia3| 5.9  |1.74  |2.9   | 180|0.15  |   121|     |
       |2001 FD58  |        | CCD|I40 |2026-03-18T01:17:18Z   |131.21714  |+16.59049  |0.10 |0.10  |   Gaia3|18.0 |0.10  |   G|   R|   Gaia3| 5.9  |1.77  |2.9   | 180|0.13  |   120|     |
       |2001 FD58  |        | CCD|I40 |2026-03-18T01:20:30Z   |131.21771  |+16.58996  |0.09 |0.11  |   Gaia3|18.0 |0.10  |   G|   R|   Gaia3| 5.9  |1.67  |3.0   | 180|0.13  |   121|     |
       |2001 FD58  |        | CCD|I40 |2026-03-18T01:23:43Z   |131.21828  |+16.58940  |0.10 |0.11  |   Gaia3|18.0 |0.10  |   G|   R|   Gaia3| 5.9  |1.73  |2.9   | 180|0.13  |   120|     |
       |2001 FD58  |        | CCD|I40 |2026-03-18T02:09:45Z   |131.22620  |+16.58165  |0.11 |0.11  |   Gaia3|18.4 |0.13  |   G|   R|   Gaia3| 5.9  |1.14  |3.1   | 180|0.10  |   120|     |
       |2001 FD58  |        | CCD|I40 |2026-03-18T02:12:57Z   |131.22675  |+16.58111  |0.10 |0.10  |   Gaia3|18.3 |0.11  |   G|   R|   Gaia3| 5.9  |1.45  |3.1   | 180|0.10  |   119|     |
       |2001 FD58  |        | CCD|I40 |2026-03-18T02:16:11Z   |131.22731  |+16.58048  |0.09 |0.09  |   Gaia3|18.3 |0.11  |   G|   R|   Gaia3| 5.9  |1.51  |3.1   | 180|0.10  |   120|     |
       |2001 FD58  |        | CCD|I40 |2026-03-18T02:19:25Z   |131.22785  |+16.57995  |0.09 |0.09  |   Gaia3|18.3 |0.12  |   G|   R|   Gaia3| 5.9  |1.56  |3.0   | 180|0.10  |   121|     |
       |2001 FD58  |        | CCD|I40 |2026-03-18T02:22:37Z   |131.22839  |+16.57943  |0.09 |0.09  |   Gaia3|18.3 |0.10  |   G|   R|   Gaia3| 5.9  |1.68  |3.0   | 180|0.10  |   120|     |
       |2001 FD58  |        | CCD|I40 |2026-03-18T02:25:50Z   |131.22897  |+16.57886  |0.08 |0.08  |   Gaia3|18.3 |0.10  |   G|   R|   Gaia3| 5.9  |1.61  |2.9   | 180|0.09  |   121|     |
       |2001 FD58  |        | CCD|I40 |2026-03-18T02:29:02Z   |131.22951  |+16.57830  |0.09 |0.09  |   Gaia3|18.5 |0.11  |   G|   R|   Gaia3| 5.9  |1.60  |3.0   | 180|0.10  |   122|     |
       |2001 FD58  |        | CCD|I40 |2026-03-18T02:32:14Z   |131.23006  |+16.57776  |0.08 |0.09  |   Gaia3|18.5 |0.11  |   G|   R|   Gaia3| 5.9  |1.61  |3.0   | 180|0.10  |   121|     |
       |2001 FD58  |        | CCD|I40 |2026-03-18T03:13:53Z   |131.23726  |+16.57063  |0.09 |0.09  |   Gaia3|18.9 |0.10  |   G|   R|   Gaia3| 5.9  |1.44  |3.0   | 180|0.09  |   119|     |
       |2001 FD58  |        | CCD|I40 |2026-03-18T03:17:05Z   |131.23782  |+16.57003  |0.12 |0.12  |   Gaia3|19.0 |0.11  |   G|   R|   Gaia3| 5.9  |1.41  |3.1   | 180|0.11  |   120|     |
       |2001 FD58  |        | CCD|I40 |2026-03-18T03:20:19Z   |131.23841  |+16.56948  |0.13 |0.13  |   Gaia3|19.0 |0.11  |   G|   R|   Gaia3| 5.9  |1.32  |3.2   | 180|0.10  |   118|     |
       |2001 FD58  |        | CCD|I40 |2026-03-18T03:23:30Z   |131.23893  |+16.56892  |0.12 |0.12  |   Gaia3|19.2 |0.11  |   G|   R|   Gaia3| 5.9  |1.35  |3.2   | 180|0.11  |   117|     |
       |2001 FD58  |        | CCD|I40 |2026-03-18T03:26:44Z   |131.23951  |+16.56835  |0.15 |0.15  |   Gaia3|19.1 |0.12  |   G|   R|   Gaia3| 5.9  |1.27  |3.3   | 180|0.11  |   116|     |
       |2001 FD58  |        | CCD|I40 |2026-03-18T03:29:55Z   |131.24002  |+16.56788  |0.15 |0.15  |   Gaia3|19.4 |0.12  |   G|   R|   Gaia3| 5.9  |1.23  |3.3   | 180|0.10  |   117|     |
       |2001 FD58  |        | CCD|I40 |2026-03-18T03:33:07Z   |131.24057  |+16.56718  |0.12 |0.12  |   Gaia3|19.2 |0.13  |   G|   R|   Gaia3| 5.9  |1.36  |3.2   | 180|0.12  |   117|     |
       |2001 FD58  |        | CCD|I40 |2026-03-18T03:36:21Z   |131.24116  |+16.56671  |0.11 |0.11  |   Gaia3|19.5 |0.15  |   G|   R|   Gaia3| 5.9  |1.17  |3.1   | 180|0.11  |   117|     |
       |2001 FD58  |        | CCD|I40 |2026-03-18T03:45:57Z   |131.24287  |+16.56507  |0.12 |0.11  |   Gaia3|19.4 |0.12  |   G|   R|   Gaia3| 5.9  |1.30  |3.1   | 180|0.10  |   118|     |
       |2001 FD58  |        | CCD|I40 |2026-03-18T03:49:09Z   |131.24340  |+16.56451  |0.18 |0.18  |   Gaia3|19.2 |0.12  |   G|   R|   Gaia3| 5.9  |1.20  |3.2   | 180|0.09  |   118|     |
       |2001 FD58  |        | CCD|I40 |2026-03-18T03:52:22Z   |131.24391  |+16.56393  |0.13 |0.13  |   Gaia3|19.0 |0.10  |   G|   R|   Gaia3| 5.9  |1.40  |3.2   | 180|0.09  |   117|     |
       |2001 FD58  |        | CCD|I40 |2026-03-18T03:55:35Z   |131.24452  |+16.56333  |0.14 |0.13  |   Gaia3|19.2 |0.11  |   G|   R|   Gaia3| 5.9  |1.29  |3.3   | 180|0.09  |   117|     |
       |2001 FD58  |        | CCD|I40 |2026-03-18T03:58:48Z   |131.24510  |+16.56280  |0.14 |0.13  |   Gaia3|19.3 |0.12  |   G|   R|   Gaia3| 5.9  |1.27  |3.3   | 180|0.10  |   118|     |
