# version=2022
# observatory
! mpcCode I40
! name TRAPPIST-South
# submitter
! name E.Jehin
# observers
! name E.Jehin
# measurers
! name E. Jehin
# telescope
! design 0.6-m f/8 Ritchey-Chretien + CCD
! aperture 0.6
! fRatio 8.0
! detector CCD
# software
! astrometry Astrometrica 4.16.4.468
! photometry Astrometrica 4.16.4.468
permID |provID     |trkSub  |mode|stn |obsTime                |ra         |dec        |rmsRA|rmsDec|astCat  |mag  |rmsMag|band|fltr|photCat |photAp|logSNR|seeing|exp |rmsFit|nStars|notes|remarks
       |2001 EC    |        | CCD|I40 |2026-03-02T06:55:16Z   |189.32550  | -6.40079  |0.11 |0.14  |   Gaia3|15.8 |0.12  |   G|   R|   Gaia3| 5.9  |1.88  |2.5   |  30|0.17  |    89|     |
       |2001 EC    |        | CCD|I40 |2026-03-02T06:55:58Z   |189.32444  | -6.40033  |0.11 |0.12  |   Gaia3|15.8 |0.12  |   G|   R|   Gaia3| 5.9  |1.93  |2.5   |  30|0.16  |    89|     |
       |2001 EC    |        | CCD|I40 |2026-03-02T06:56:39Z   |189.32337  | -6.39986  |0.10 |0.13  |   Gaia3|15.8 |0.12  |   G|   R|   Gaia3| 5.9  |1.92  |2.4   |  30|0.16  |    90|     |
       |2001 EC    |        | CCD|I40 |2026-03-02T06:57:23Z   |189.32226  | -6.39937  |0.11 |0.13  |   Gaia3|15.9 |0.13  |   G|   R|   Gaia3| 5.9  |1.92  |2.4   |  30|0.16  |    91|     |
       |2001 EC    |        | CCD|I40 |2026-03-02T06:58:06Z   |189.32114  | -6.39888  |0.11 |0.13  |   Gaia3|15.8 |0.12  |   G|   R|   Gaia3| 5.9  |1.87  |2.5   |  30|0.16  |    91|     |
       |2001 EC    |        | CCD|I40 |2026-03-02T06:58:47Z   |189.32004  | -6.39841  |0.11 |0.12  |   Gaia3|15.9 |0.12  |   G|   R|   Gaia3| 5.9  |1.88  |2.4   |  30|0.16  |    90|     |
       |2001 EC    |        | CCD|I40 |2026-03-02T06:59:31Z   |189.31894  | -6.39793  |0.10 |0.12  |   Gaia3|15.8 |0.12  |   G|   R|   Gaia3| 5.9  |1.86  |2.5   |  30|0.15  |    90|     |
       |2001 EC    |        | CCD|I40 |2026-03-02T07:00:53Z   |189.31682  | -6.39701  |0.10 |0.12  |   Gaia3|15.9 |0.12  |   G|   R|   Gaia3| 5.9  |1.86  |2.4   |  30|0.15  |    89|     |
       |2001 EC    |        | CCD|I40 |2026-03-02T07:01:34Z   |189.31575  | -6.39654  |0.11 |0.13  |   Gaia3|15.8 |0.12  |   G|   R|   Gaia3| 5.9  |1.88  |2.4   |  30|0.17  |    89|     |
       |2001 EC    |        | CCD|I40 |2026-03-02T07:02:16Z   |189.31467  | -6.39607  |0.11 |0.14  |   Gaia3|15.9 |0.12  |   G|   R|   Gaia3| 5.9  |1.86  |2.5   |  30|0.17  |    89|     |
       |2001 EC    |        | CCD|I40 |2026-03-02T07:02:59Z   |189.31358  | -6.39559  |0.11 |0.12  |   Gaia3|15.8 |0.13  |   G|   R|   Gaia3| 5.9  |1.87  |2.4   |  30|0.15  |    89|     |
       |2001 EC    |        | CCD|I40 |2026-03-02T07:03:40Z   |189.31249  | -6.39512  |0.10 |0.12  |   Gaia3|15.9 |0.12  |   G|   R|   Gaia3| 5.9  |1.85  |2.4   |  30|0.15  |    87|     |
       |2001 EC    |        | CCD|I40 |2026-03-02T07:04:24Z   |189.31134  | -6.39464  |0.10 |0.13  |   Gaia3|15.9 |0.12  |   G|   R|   Gaia3| 5.9  |1.85  |2.4   |  30|0.16  |    87|     |
       |2001 EC    |        | CCD|I40 |2026-03-02T07:05:05Z   |189.31030  | -6.39418  |0.11 |0.12  |   Gaia3|15.8 |0.12  |   G|   R|   Gaia3| 5.9  |1.85  |2.4   |  30|0.16  |    87|     |
       |2001 EC    |        | CCD|I40 |2026-03-02T07:05:47Z   |189.30923  | -6.39370  |0.11 |0.13  |   Gaia3|15.8 |0.13  |   G|   R|   Gaia3| 5.9  |1.93  |2.5   |  30|0.16  |    87|     |
       |2001 EC    |        | CCD|I40 |2026-03-02T07:07:51Z   |189.30602  | -6.39229  |0.11 |0.12  |   Gaia3|15.8 |0.13  |   G|   R|   Gaia3| 5.9  |1.92  |2.4   |  30|0.16  |    86|     |
       |2001 EC    |        | CCD|I40 |2026-03-02T07:08:33Z   |189.30494  | -6.39183  |0.11 |0.13  |   Gaia3|15.9 |0.12  |   G|   R|   Gaia3| 5.9  |1.89  |2.4   |  30|0.17  |    87|     |
       |2001 EC    |        | CCD|I40 |2026-03-02T07:09:14Z   |189.30388  | -6.39136  |0.11 |0.13  |   Gaia3|15.9 |0.12  |   G|   R|   Gaia3| 5.9  |1.83  |2.4   |  30|0.17  |    88|     |
       |2001 EC    |        | CCD|I40 |2026-03-02T07:09:55Z   |189.30282  | -6.39090  |0.11 |0.13  |   Gaia3|15.9 |0.13  |   G|   R|   Gaia3| 5.9  |1.86  |2.4   |  30|0.16  |    88|     |
       |2001 EC    |        | CCD|I40 |2026-03-02T07:10:40Z   |189.30166  | -6.39040  |0.10 |0.12  |   Gaia3|15.9 |0.12  |   G|   R|   Gaia3| 5.9  |1.88  |2.3   |  30|0.15  |    89|     |
       |2001 EC    |        | CCD|I40 |2026-03-02T07:11:24Z   |189.30053  | -6.38992  |0.11 |0.14  |   Gaia3|16.0 |0.13  |   G|   R|   Gaia3| 5.9  |1.90  |2.3   |  30|0.17  |    88|     |
       |2001 EC    |        | CCD|I40 |2026-03-02T07:12:05Z   |189.29945  | -6.38944  |0.11 |0.12  |   Gaia3|15.9 |0.12  |   G|   R|   Gaia3| 5.9  |1.89  |2.4   |  30|0.16  |    89|     |
       |2001 EC    |        | CCD|I40 |2026-03-02T07:12:46Z   |189.29843  | -6.38897  |0.11 |0.13  |   Gaia3|15.9 |0.12  |   G|   R|   Gaia3| 5.9  |1.86  |2.4   |  30|0.16  |    89|     |
       |2001 EC    |        | CCD|I40 |2026-03-02T07:14:52Z   |189.29517  | -6.38756  |0.08 |0.09  |   Gaia3|15.9 |0.12  |   G|   R|   Gaia3| 5.9  |1.92  |2.5   |  30|0.11  |    89|     |
       |2001 EC    |        | CCD|I40 |2026-03-02T07:15:36Z   |189.29401  | -6.38707  |0.07 |0.09  |   Gaia3|15.9 |0.12  |   G|   R|   Gaia3| 5.9  |1.85  |2.5   |  30|0.10  |    89|     |
       |2001 EC    |        | CCD|I40 |2026-03-02T07:16:19Z   |189.29290  | -6.38658  |0.08 |0.08  |   Gaia3|15.9 |0.14  |   G|   R|   Gaia3| 5.9  |1.83  |2.4   |  30|0.11  |    91|     |
       |2001 EC    |        | CCD|I40 |2026-03-02T07:17:00Z   |189.29182  | -6.38613  |0.08 |0.09  |   Gaia3|16.0 |0.12  |   G|   R|   Gaia3| 5.9  |1.85  |2.4   |  30|0.11  |    92|     |
       |2001 EC    |        | CCD|I40 |2026-03-02T07:17:42Z   |189.29075  | -6.38565  |0.07 |0.09  |   Gaia3|15.9 |0.13  |   G|   R|   Gaia3| 5.9  |1.91  |2.4   |  30|0.11  |    93|     |
       |2001 EC    |        | CCD|I40 |2026-03-02T07:18:26Z   |189.28961  | -6.38515  |0.07 |0.08  |   Gaia3|16.0 |0.13  |   G|   R|   Gaia3| 5.9  |1.87  |2.4   |  30|0.10  |    92|     |
       |2001 EC    |        | CCD|I40 |2026-03-02T07:19:07Z   |189.28857  | -6.38470  |0.08 |0.09  |   Gaia3|15.9 |0.13  |   G|   R|   Gaia3| 5.9  |1.89  |2.3   |  30|0.11  |    90|     |
       |2001 EC    |        | CCD|I40 |2026-03-02T07:19:51Z   |189.28745  | -6.38420  |0.07 |0.09  |   Gaia3|15.9 |0.14  |   G|   R|   Gaia3| 5.9  |1.89  |2.3   |  30|0.11  |    90|     |
       |2001 EC    |        | CCD|I40 |2026-03-02T07:21:56Z   |189.28421  | -6.38278  |0.07 |0.07  |   Gaia3|15.9 |0.12  |   G|   R|   Gaia3| 5.9  |1.85  |2.4   |  30|0.09  |    89|     |
       |2001 EC    |        | CCD|I40 |2026-03-02T07:22:37Z   |189.28316  | -6.38234  |0.07 |0.07  |   Gaia3|15.9 |0.13  |   G|   R|   Gaia3| 5.9  |1.87  |2.4   |  30|0.09  |    89|     |
       |2001 EC    |        | CCD|I40 |2026-03-02T07:23:19Z   |189.28206  | -6.38186  |0.07 |0.07  |   Gaia3|15.9 |0.11  |   G|   R|   Gaia3| 5.9  |1.86  |2.4   |  30|0.09  |    88|     |
       |2001 EC    |        | CCD|I40 |2026-03-02T07:24:01Z   |189.28102  | -6.38141  |0.07 |0.07  |   Gaia3|15.9 |0.11  |   G|   R|   Gaia3| 5.9  |1.91  |2.4   |  30|0.09  |    88|     |
       |2001 EC    |        | CCD|I40 |2026-03-02T07:24:42Z   |189.27994  | -6.38092  |0.07 |0.07  |   Gaia3|15.9 |0.12  |   G|   R|   Gaia3| 5.9  |1.89  |2.3   |  30|0.09  |    89|     |
       |2001 EC    |        | CCD|I40 |2026-03-02T07:25:26Z   |189.27879  | -6.38043  |0.07 |0.06  |   Gaia3|15.9 |0.10  |   G|   R|   Gaia3| 5.9  |1.91  |2.3   |  30|0.08  |    89|     |
       |2001 EC    |        | CCD|I40 |2026-03-02T07:26:07Z   |189.27774  | -6.37998  |0.07 |0.07  |   Gaia3|15.9 |0.11  |   G|   R|   Gaia3| 5.9  |1.87  |2.3   |  30|0.09  |    88|     |
       |2001 EC    |        | CCD|I40 |2026-03-02T07:26:49Z   |189.27665  | -6.37949  |0.08 |0.06  |   Gaia3|15.9 |0.11  |   G|   R|   Gaia3| 5.9  |1.94  |2.5   |  30|0.09  |    88|     |
       |2001 EC    |        | CCD|I40 |2026-03-02T07:28:55Z   |189.27343  | -6.37809  |0.08 |0.07  |   Gaia3|16.0 |0.11  |   G|   R|   Gaia3| 5.9  |1.82  |2.3   |  30|0.09  |    89|     |
       |2001 EC    |        | CCD|I40 |2026-03-02T07:29:36Z   |189.27237  | -6.37763  |0.08 |0.06  |   Gaia3|15.9 |0.11  |   G|   R|   Gaia3| 5.9  |1.89  |2.4   |  30|0.09  |    89|     |
       |2001 EC    |        | CCD|I40 |2026-03-02T07:30:19Z   |189.27126  | -6.37715  |0.07 |0.06  |   Gaia3|15.9 |0.12  |   G|   R|   Gaia3| 5.9  |1.90  |2.3   |  30|0.09  |    88|     |
       |2001 EC    |        | CCD|I40 |2026-03-02T07:31:02Z   |189.27014  | -6.37666  |0.07 |0.06  |   Gaia3|15.9 |0.11  |   G|   R|   Gaia3| 5.9  |1.88  |2.3   |  30|0.09  |    87|     |
       |2001 EC    |        | CCD|I40 |2026-03-02T07:31:44Z   |189.26909  | -6.37619  |0.08 |0.06  |   Gaia3|15.9 |0.11  |   G|   R|   Gaia3| 5.9  |1.90  |2.3   |  30|0.09  |    87|     |
       |2001 EC    |        | CCD|I40 |2026-03-02T07:32:28Z   |189.26795  | -6.37570  |0.07 |0.06  |   Gaia3|15.9 |0.11  |   G|   R|   Gaia3| 5.9  |1.81  |2.3   |  30|0.09  |    87|     |
       |2001 EC    |        | CCD|I40 |2026-03-02T07:33:09Z   |189.26688  | -6.37523  |0.07 |0.06  |   Gaia3|15.8 |0.11  |   G|   R|   Gaia3| 5.9  |1.90  |2.3   |  30|0.09  |    87|     |
       |2001 EC    |        | CCD|I40 |2026-03-02T07:33:50Z   |189.26582  | -6.37478  |0.07 |0.06  |   Gaia3|15.8 |0.11  |   G|   R|   Gaia3| 5.9  |1.92  |2.4   |  30|0.09  |    88|     |
       |2001 EC    |        | CCD|I40 |2026-03-02T07:35:56Z   |189.26259  | -6.37336  |0.07 |0.06  |   Gaia3|15.9 |0.11  |   G|   R|   Gaia3| 5.9  |1.90  |2.5   |  30|0.08  |    88|     |
       |2001 EC    |        | CCD|I40 |2026-03-02T07:36:37Z   |189.26154  | -6.37290  |0.08 |0.06  |   Gaia3|15.9 |0.10  |   G|   R|   Gaia3| 5.9  |1.86  |2.4   |  30|0.09  |    88|     |
       |2001 EC    |        | CCD|I40 |2026-03-02T07:37:19Z   |189.26045  | -6.37242  |0.07 |0.07  |   Gaia3|15.9 |0.11  |   G|   R|   Gaia3| 5.9  |1.85  |2.4   |  30|0.09  |    88|     |
       |2001 EC    |        | CCD|I40 |2026-03-02T07:38:02Z   |189.25933  | -6.37194  |0.07 |0.06  |   Gaia3|15.9 |0.12  |   G|   R|   Gaia3| 5.9  |1.87  |2.5   |  30|0.08  |    89|     |
       |2001 EC    |        | CCD|I40 |2026-03-02T07:38:43Z   |189.25828  | -6.37146  |0.08 |0.07  |   Gaia3|15.8 |0.12  |   G|   R|   Gaia3| 5.9  |1.91  |2.4   |  30|0.09  |    90|     |
       |2001 EC    |        | CCD|I40 |2026-03-02T07:39:27Z   |189.25713  | -6.37097  |0.08 |0.07  |   Gaia3|15.8 |0.13  |   G|   R|   Gaia3| 5.9  |1.97  |2.3   |  30|0.10  |    88|     |
       |2001 EC    |        | CCD|I40 |2026-03-02T07:40:08Z   |189.25612  | -6.37053  |0.07 |0.06  |   Gaia3|15.9 |0.11  |   G|   R|   Gaia3| 5.9  |1.92  |2.3   |  30|0.09  |    88|     |
       |2001 EC    |        | CCD|I40 |2026-03-02T07:40:50Z   |189.25502  | -6.37005  |0.07 |0.06  |   Gaia3|15.9 |0.12  |   G|   R|   Gaia3| 5.9  |1.90  |2.3   |  30|0.08  |    87|     |
       |2001 EC    |        | CCD|I40 |2026-03-02T07:42:54Z   |189.25184  | -6.36867  |0.08 |0.06  |   Gaia3|15.9 |0.11  |   G|   R|   Gaia3| 5.9  |1.78  |2.4   |  30|0.09  |    85|     |
       |2001 EC    |        | CCD|I40 |2026-03-02T07:43:36Z   |189.25073  | -6.36819  |0.07 |0.07  |   Gaia3|15.9 |0.11  |   G|   R|   Gaia3| 5.9  |1.78  |2.4   |  30|0.10  |    85|     |
       |2001 EC    |        | CCD|I40 |2026-03-02T07:44:18Z   |189.24969  | -6.36772  |0.09 |0.07  |   Gaia3|15.8 |0.11  |   G|   R|   Gaia3| 5.9  |1.87  |2.3   |  30|0.11  |    85|     |
       |2001 EC    |        | CCD|I40 |2026-03-02T07:44:59Z   |189.24863  | -6.36725  |0.07 |0.06  |   Gaia3|15.9 |0.07  |   G|   R|   Gaia3| 5.9  |1.81  |2.4   |  30|0.08  |    85|     |
       |2001 EC    |        | CCD|I40 |2026-03-02T07:45:40Z   |189.24756  | -6.36679  |0.06 |0.07  |   Gaia3|15.8 |0.11  |   G|   R|   Gaia3| 5.9  |1.87  |2.3   |  30|0.08  |    84|     |
       |2001 EC    |        | CCD|I40 |2026-03-02T07:46:24Z   |189.24644  | -6.36631  |0.05 |0.06  |   Gaia3|15.8 |0.07  |   G|   R|   Gaia3| 5.9  |1.92  |2.3   |  30|0.07  |    82|     |
       |2001 EC    |        | CCD|I40 |2026-03-02T07:47:06Z   |189.24534  | -6.36582  |0.06 |0.07  |   Gaia3|15.9 |0.08  |   G|   R|   Gaia3| 5.9  |1.82  |2.4   |  30|0.08  |    81|     |
       |2001 EC    |        | CCD|I40 |2026-03-02T07:47:49Z   |189.24426  | -6.36536  |0.05 |0.06  |   Gaia3|15.9 |0.07  |   G|   R|   Gaia3| 5.9  |1.86  |2.4   |  30|0.06  |    78|     |
       |2001 EC    |        | CCD|I40 |2026-03-02T07:49:54Z   |189.24103  | -6.36393  |0.06 |0.06  |   Gaia3|15.8 |0.08  |   G|   R|   Gaia3| 5.9  |1.86  |2.4   |  30|0.07  |    80|     |
       |2001 EC    |        | CCD|I40 |2026-03-02T07:50:36Z   |189.23996  | -6.36346  |0.05 |0.06  |   Gaia3|15.8 |0.08  |   G|   R|   Gaia3| 5.9  |1.84  |2.4   |  30|0.07  |    81|     |
       |2001 EC    |        | CCD|I40 |2026-03-02T07:51:18Z   |189.23890  | -6.36301  |0.05 |0.06  |   Gaia3|15.9 |0.07  |   G|   R|   Gaia3| 5.9  |1.90  |2.4   |  30|0.06  |    81|     |
       |2001 EC    |        | CCD|I40 |2026-03-02T07:51:59Z   |189.23784  | -6.36255  |0.05 |0.07  |   Gaia3|15.8 |0.07  |   G|   R|   Gaia3| 5.9  |1.91  |2.5   |  30|0.07  |    80|     |
       |2001 EC    |        | CCD|I40 |2026-03-02T07:52:40Z   |189.23678  | -6.36207  |0.05 |0.06  |   Gaia3|15.8 |0.11  |   G|   R|   Gaia3| 5.9  |1.88  |2.4   |  30|0.07  |    81|     |
       |2001 EC    |        | CCD|I40 |2026-03-02T07:53:25Z   |189.23562  | -6.36156  |0.05 |0.05  |   Gaia3|15.8 |0.08  |   G|   R|   Gaia3| 5.9  |1.89  |2.3   |  30|0.06  |    81|     |
       |2001 EC    |        | CCD|I40 |2026-03-02T07:54:07Z   |189.23455  | -6.36110  |0.05 |0.06  |   Gaia3|15.9 |0.07  |   G|   R|   Gaia3| 5.9  |1.89  |2.4   |  30|0.07  |    80|     |
       |2001 EC    |        | CCD|I40 |2026-03-02T07:54:48Z   |189.23350  | -6.36064  |0.05 |0.06  |   Gaia3|15.8 |0.08  |   G|   R|   Gaia3| 5.9  |1.85  |2.3   |  30|0.07  |    80|     |
       |2001 EC    |        | CCD|I40 |2026-03-02T07:56:56Z   |189.23023  | -6.35920  |0.05 |0.07  |   Gaia3|15.8 |0.08  |   G|   R|   Gaia3| 5.9  |1.94  |2.4   |  30|0.08  |    79|     |
       |2001 EC    |        | CCD|I40 |2026-03-02T07:57:37Z   |189.22917  | -6.35874  |0.05 |0.06  |   Gaia3|15.9 |0.10  |   G|   R|   Gaia3| 5.9  |1.81  |2.4   |  30|0.07  |    80|     |
       |2001 EC    |        | CCD|I40 |2026-03-02T07:58:18Z   |189.22811  | -6.35828  |0.06 |0.06  |   Gaia3|15.8 |0.07  |   G|   R|   Gaia3| 5.9  |1.82  |2.4   |  30|0.07  |    81|     |
       |2001 EC    |        | CCD|I40 |2026-03-02T07:59:00Z   |189.22703  | -6.35780  |0.05 |0.06  |   Gaia3|15.8 |0.07  |   G|   R|   Gaia3| 5.9  |1.94  |2.4   |  30|0.07  |    81|     |
       |2001 EC    |        | CCD|I40 |2026-03-02T07:59:43Z   |189.22594  | -6.35733  |0.06 |0.07  |   Gaia3|15.8 |0.08  |   G|   R|   Gaia3| 5.9  |1.92  |2.5   |  30|0.08  |    81|     |
       |2001 EC    |        | CCD|I40 |2026-03-02T08:00:27Z   |189.22478  | -6.35682  |0.05 |0.06  |   Gaia3|15.9 |0.09  |   G|   R|   Gaia3| 5.9  |1.92  |2.4   |  30|0.07  |    83|     |
       |2001 EC    |        | CCD|I40 |2026-03-02T08:01:08Z   |189.22372  | -6.35636  |0.06 |0.07  |   Gaia3|15.8 |0.07  |   G|   R|   Gaia3| 5.9  |1.81  |2.4   |  30|0.08  |    83|     |
       |2001 EC    |        | CCD|I40 |2026-03-02T08:01:50Z   |189.22268  | -6.35590  |0.06 |0.07  |   Gaia3|15.8 |0.07  |   G|   R|   Gaia3| 5.9  |1.89  |2.5   |  30|0.08  |    83|     |
       |2001 EC    |        | CCD|I40 |2026-03-02T08:03:55Z   |189.21945  | -6.35447  |0.05 |0.07  |   Gaia3|15.7 |0.08  |   G|   R|   Gaia3| 5.9  |1.89  |2.5   |  30|0.07  |    84|     |
       |2001 EC    |        | CCD|I40 |2026-03-02T08:04:37Z   |189.21839  | -6.35403  |0.05 |0.06  |   Gaia3|15.8 |0.08  |   G|   R|   Gaia3| 5.9  |1.91  |2.4   |  30|0.07  |    84|     |
       |2001 EC    |        | CCD|I40 |2026-03-02T08:05:18Z   |189.21736  | -6.35355  |0.05 |0.07  |   Gaia3|15.9 |0.08  |   G|   R|   Gaia3| 5.9  |1.85  |2.4   |  30|0.08  |    84|     |
       |2001 EC    |        | CCD|I40 |2026-03-02T08:06:00Z   |189.21630  | -6.35310  |0.05 |0.06  |   Gaia3|15.9 |0.07  |   G|   R|   Gaia3| 5.9  |1.90  |2.5   |  30|0.07  |    82|     |
       |2001 EC    |        | CCD|I40 |2026-03-02T08:06:43Z   |189.21518  | -6.35262  |0.05 |0.06  |   Gaia3|15.8 |0.07  |   G|   R|   Gaia3| 5.9  |1.90  |2.6   |  30|0.07  |    82|     |
       |2001 EC    |        | CCD|I40 |2026-03-02T08:07:27Z   |189.21405  | -6.35212  |0.05 |0.06  |   Gaia3|15.8 |0.08  |   G|   R|   Gaia3| 5.9  |1.86  |2.5   |  30|0.07  |    80|     |
       |2001 EC    |        | CCD|I40 |2026-03-02T08:08:08Z   |189.21295  | -6.35165  |0.06 |0.06  |   Gaia3|15.9 |0.07  |   G|   R|   Gaia3| 5.9  |1.87  |2.5   |  30|0.07  |    80|     |
       |2001 EC    |        | CCD|I40 |2026-03-02T08:08:49Z   |189.21191  | -6.35118  |0.05 |0.06  |   Gaia3|15.8 |0.08  |   G|   R|   Gaia3| 5.9  |1.84  |2.5   |  30|0.07  |    80|     |
       |2001 EC    |        | CCD|I40 |2026-03-02T08:10:55Z   |189.20871  | -6.34976  |0.05 |0.08  |   Gaia3|15.8 |0.07  |   G|   R|   Gaia3| 5.9  |1.90  |2.4   |  30|0.09  |    83|     |
       |2001 EC    |        | CCD|I40 |2026-03-02T08:11:36Z   |189.20765  | -6.34931  |0.07 |0.07  |   Gaia3|15.9 |0.12  |   G|   R|   Gaia3| 5.9  |1.90  |2.3   |  30|0.09  |    83|     |
       |2001 EC    |        | CCD|I40 |2026-03-02T08:12:18Z   |189.20658  | -6.34884  |0.05 |0.06  |   Gaia3|15.9 |0.07  |   G|   R|   Gaia3| 5.9  |1.91  |2.4   |  30|0.07  |    83|     |
       |2001 EC    |        | CCD|I40 |2026-03-02T08:12:59Z   |189.20550  | -6.34837  |0.05 |0.07  |   Gaia3|15.8 |0.07  |   G|   R|   Gaia3| 5.9  |1.91  |2.3   |  30|0.08  |    83|     |
       |2001 EC    |        | CCD|I40 |2026-03-02T08:13:40Z   |189.20446  | -6.34793  |0.05 |0.07  |   Gaia3|15.8 |0.07  |   G|   R|   Gaia3| 5.9  |1.88  |2.4   |  30|0.07  |    83|     |
       |2001 EC    |        | CCD|I40 |2026-03-02T08:14:24Z   |189.20334  | -6.34743  |0.05 |0.06  |   Gaia3|15.8 |0.08  |   G|   R|   Gaia3| 5.9  |1.88  |2.4   |  30|0.07  |    83|     |
       |2001 EC    |        | CCD|I40 |2026-03-02T08:15:05Z   |189.20228  | -6.34696  |0.05 |0.07  |   Gaia3|15.8 |0.07  |   G|   R|   Gaia3| 5.9  |1.90  |2.4   |  30|0.08  |    83|     |
       |2001 EC    |        | CCD|I40 |2026-03-02T08:15:47Z   |189.20122  | -6.34651  |0.05 |0.07  |   Gaia3|15.9 |0.08  |   G|   R|   Gaia3| 5.9  |1.85  |2.3   |  30|0.07  |    83|     |
       |2001 EC    |        | CCD|I40 |2026-03-02T08:17:51Z   |189.19804  | -6.34510  |0.06 |0.07  |   Gaia3|15.9 |0.08  |   G|   R|   Gaia3| 5.9  |1.81  |2.5   |  30|0.07  |    83|     |
       |2001 EC    |        | CCD|I40 |2026-03-02T08:18:33Z   |189.19699  | -6.34464  |0.05 |0.06  |   Gaia3|15.9 |0.08  |   G|   R|   Gaia3| 5.9  |1.90  |2.4   |  30|0.07  |    83|     |
       |2001 EC    |        | CCD|I40 |2026-03-02T08:19:14Z   |189.19593  | -6.34416  |0.05 |0.07  |   Gaia3|15.8 |0.07  |   G|   R|   Gaia3| 5.9  |1.94  |2.3   |  30|0.08  |    82|     |
       |2001 EC    |        | CCD|I40 |2026-03-02T08:19:55Z   |189.19487  | -6.34370  |0.05 |0.07  |   Gaia3|15.9 |0.07  |   G|   R|   Gaia3| 5.9  |1.84  |2.4   |  30|0.07  |    82|     |
       |2001 EC    |        | CCD|I40 |2026-03-02T08:20:37Z   |189.19383  | -6.34325  |0.05 |0.07  |   Gaia3|15.9 |0.08  |   G|   R|   Gaia3| 5.9  |1.85  |2.3   |  30|0.07  |    82|     |
       |2001 EC    |        | CCD|I40 |2026-03-02T08:21:19Z   |189.19272  | -6.34276  |0.06 |0.07  |   Gaia3|15.9 |0.08  |   G|   R|   Gaia3| 5.9  |1.79  |2.3   |  30|0.08  |    83|     |
       |2001 EC    |        | CCD|I40 |2026-03-02T08:22:02Z   |189.19163  | -6.34229  |0.05 |0.06  |   Gaia3|15.9 |0.07  |   G|   R|   Gaia3| 5.9  |1.85  |2.3   |  30|0.07  |    83|     |
       |2001 EC    |        | CCD|I40 |2026-03-02T08:22:44Z   |189.19057  | -6.34181  |0.05 |0.07  |   Gaia3|15.9 |0.07  |   G|   R|   Gaia3| 5.9  |1.79  |2.4   |  30|0.07  |    81|     |
       |2001 EC    |        | CCD|I40 |2026-03-02T08:24:55Z   |189.18719  | -6.34032  |0.05 |0.07  |   Gaia3|15.9 |0.06  |   G|   R|   Gaia3| 5.9  |1.90  |2.3   |  30|0.07  |    81|     |
       |2001 EC    |        | CCD|I40 |2026-03-02T08:25:37Z   |189.18612  | -6.33986  |0.06 |0.06  |   Gaia3|15.9 |0.06  |   G|   R|   Gaia3| 5.9  |1.87  |2.3   |  30|0.07  |    81|     |
       |2001 EC    |        | CCD|I40 |2026-03-02T08:26:19Z   |189.18508  | -6.33940  |0.05 |0.06  |   Gaia3|15.9 |0.08  |   G|   R|   Gaia3| 5.9  |1.84  |2.3   |  30|0.07  |    81|     |
       |2001 EC    |        | CCD|I40 |2026-03-02T08:27:01Z   |189.18402  | -6.33894  |0.05 |0.06  |   Gaia3|15.9 |0.07  |   G|   R|   Gaia3| 5.9  |1.82  |2.4   |  30|0.07  |    79|     |
       |2001 EC    |        | CCD|I40 |2026-03-02T08:27:42Z   |189.18295  | -6.33846  |0.06 |0.06  |   Gaia3|15.9 |0.08  |   G|   R|   Gaia3| 5.9  |1.83  |2.4   |  30|0.07  |    79|     |
       |2001 EC    |        | CCD|I40 |2026-03-02T08:28:26Z   |189.18185  | -6.33799  |0.05 |0.07  |   Gaia3|15.9 |0.07  |   G|   R|   Gaia3| 5.9  |1.90  |2.3   |  30|0.08  |    79|     |
       |2001 EC    |        | CCD|I40 |2026-03-02T08:29:07Z   |189.18078  | -6.33752  |0.05 |0.07  |   Gaia3|15.9 |0.08  |   G|   R|   Gaia3| 5.9  |1.78  |2.4   |  30|0.07  |    80|     |
       |2001 EC    |        | CCD|I40 |2026-03-02T08:29:49Z   |189.17970  | -6.33705  |0.05 |0.06  |   Gaia3|15.9 |0.08  |   G|   R|   Gaia3| 5.9  |1.85  |2.3   |  30|0.07  |    79|     |
       |2001 EC    |        | CCD|I40 |2026-03-02T08:31:53Z   |189.17653  | -6.33565  |0.05 |0.06  |   Gaia3|15.9 |0.08  |   G|   R|   Gaia3| 5.9  |1.86  |2.4   |  30|0.07  |    77|     |
       |2001 EC    |        | CCD|I40 |2026-03-02T08:32:35Z   |189.17549  | -6.33519  |0.05 |0.05  |   Gaia3|15.9 |0.07  |   G|   R|   Gaia3| 5.9  |1.87  |2.4   |  30|0.06  |    77|     |
       |2001 EC    |        | CCD|I40 |2026-03-02T08:33:16Z   |189.17441  | -6.33472  |0.06 |0.06  |   Gaia3|15.9 |0.08  |   G|   R|   Gaia3| 5.9  |1.79  |2.5   |  30|0.07  |    78|     |
       |2001 EC    |        | CCD|I40 |2026-03-02T08:33:58Z   |189.17335  | -6.33426  |0.05 |0.05  |   Gaia3|15.9 |0.07  |   G|   R|   Gaia3| 5.9  |1.90  |2.4   |  30|0.06  |    78|     |
       |2001 EC    |        | CCD|I40 |2026-03-02T08:34:39Z   |189.17231  | -6.33378  |0.05 |0.06  |   Gaia3|15.9 |0.07  |   G|   R|   Gaia3| 5.9  |1.90  |2.4   |  30|0.07  |    79|     |
